image_path,folder_name,class_index,organism,imaging_type,standardized_class_name,filename
Bacteria dataset/Enterococcus faecalis_media plates/Enterococcus faecalis_media plates_23.png,Enterococcus faecalis_media plates,9,Enterococcus faecalis,media plate,Enterococcus faecalis_media plate,Enterococcus faecalis_media plates_23.png
Bacteria dataset/Enterococcus faecalis_media plates/Enterococcus faecalis_media plates_21.png,Enterococcus faecalis_media plates,9,Enterococcus faecalis,media plate,Enterococcus faecalis_media plate,Enterococcus faecalis_media plates_21.png
Bacteria dataset/Enterococcus faecalis_media plates/Enterococcus faecalis_media plates_18.png,Enterococcus faecalis_media plates,9,Enterococcus faecalis,media plate,Enterococcus faecalis_media plate,Enterococcus faecalis_media plates_18.png
Bacteria dataset/Enterococcus faecalis_media plates/Enterococcus faecalis_media plates_24.png,Enterococcus faecalis_media plates,9,Enterococcus faecalis,media plate,Enterococcus faecalis_media plate,Enterococcus faecalis_media plates_24.png
Bacteria dataset/Enterococcus faecalis_media plates/Enterococcus faecalis_media plates_30.png,Enterococcus faecalis_media plates,9,Enterococcus faecalis,media plate,Enterococcus faecalis_media plate,Enterococcus faecalis_media plates_30.png
Bacteria dataset/Enterococcus faecalis_media plates/Enterococcus faecalis_media plates_25.png,Enterococcus faecalis_media plates,9,Enterococcus faecalis,media plate,Enterococcus faecalis_media plate,Enterococcus faecalis_media plates_25.png
Bacteria dataset/Enterococcus faecalis_media plates/Enterococcus faecalis_media plates_19.png,Enterococcus faecalis_media plates,9,Enterococcus faecalis,media plate,Enterococcus faecalis_media plate,Enterococcus faecalis_media plates_19.png
Bacteria dataset/Enterococcus faecalis_media plates/Enterococcus faecalis_media plates_26.png,Enterococcus faecalis_media plates,9,Enterococcus faecalis,media plate,Enterococcus faecalis_media plate,Enterococcus faecalis_media plates_26.png
Bacteria dataset/Enterococcus faecalis_media plates/Enterococcus faecalis_media plates_17.png,Enterococcus faecalis_media plates,9,Enterococcus faecalis,media plate,Enterococcus faecalis_media plate,Enterococcus faecalis_media plates_17.png
Bacteria dataset/Enterococcus faecalis_media plates/Enterococcus faecalis_media plates_16.png,Enterococcus faecalis_media plates,9,Enterococcus faecalis,media plate,Enterococcus faecalis_media plate,Enterococcus faecalis_media plates_16.png
Bacteria dataset/Enterococcus faecalis_media plates/Enterococcus faecalis_media plates_14.png,Enterococcus faecalis_media plates,9,Enterococcus faecalis,media plate,Enterococcus faecalis_media plate,Enterococcus faecalis_media plates_14.png
Bacteria dataset/Enterococcus faecalis_media plates/Enterococcus faecalis_media plates_28.png,Enterococcus faecalis_media plates,9,Enterococcus faecalis,media plate,Enterococcus faecalis_media plate,Enterococcus faecalis_media plates_28.png
Bacteria dataset/Enterococcus faecalis_media plates/Enterococcus faecalis_media plates_29.png,Enterococcus faecalis_media plates,9,Enterococcus faecalis,media plate,Enterococcus faecalis_media plate,Enterococcus faecalis_media plates_29.png
Bacteria dataset/Enterococcus faecalis_media plates/Enterococcus faecalis_media plates_15.png,Enterococcus faecalis_media plates,9,Enterococcus faecalis,media plate,Enterococcus faecalis_media plate,Enterococcus faecalis_media plates_15.png
Bacteria dataset/Enterococcus faecalis_media plates/Enterococcus faecalis_media plates_11.png,Enterococcus faecalis_media plates,9,Enterococcus faecalis,media plate,Enterococcus faecalis_media plate,Enterococcus faecalis_media plates_11.png
Bacteria dataset/Enterococcus faecalis_media plates/Enterococcus faecalis_media plates_10.png,Enterococcus faecalis_media plates,9,Enterococcus faecalis,media plate,Enterococcus faecalis_media plate,Enterococcus faecalis_media plates_10.png
Bacteria dataset/Enterococcus faecalis_media plates/Enterococcus faecalis_media plates_13.png,Enterococcus faecalis_media plates,9,Enterococcus faecalis,media plate,Enterococcus faecalis_media plate,Enterococcus faecalis_media plates_13.png
Bacteria dataset/Enterococcus faecalis_media plates/Enterococcus faecalis_media plates_8.png,Enterococcus faecalis_media plates,9,Enterococcus faecalis,media plate,Enterococcus faecalis_media plate,Enterococcus faecalis_media plates_8.png
Bacteria dataset/Enterococcus faecalis_media plates/Enterococcus faecalis_media plates_9.png,Enterococcus faecalis_media plates,9,Enterococcus faecalis,media plate,Enterococcus faecalis_media plate,Enterococcus faecalis_media plates_9.png
Bacteria dataset/Escherichia coli_gram stain/Escherichia coli_gram stain_8.png,Escherichia coli_gram stain,10,Escherichia coli,gram stain,Escherichia coli_gram stain,Escherichia coli_gram stain_8.png
Bacteria dataset/Escherichia coli_gram stain/Escherichia coli_gram stain_9.png,Escherichia coli_gram stain,10,Escherichia coli,gram stain,Escherichia coli_gram stain,Escherichia coli_gram stain_9.png
Bacteria dataset/Escherichia coli_gram stain/Escherichia coli_gram stain_13.png,Escherichia coli_gram stain,10,Escherichia coli,gram stain,Escherichia coli_gram stain,Escherichia coli_gram stain_13.png
Bacteria dataset/Escherichia coli_gram stain/Escherichia coli_gram stain_12.png,Escherichia coli_gram stain,10,Escherichia coli,gram stain,Escherichia coli_gram stain,Escherichia coli_gram stain_12.png
Bacteria dataset/Escherichia coli_gram stain/Escherichia coli_gram stain_11.png,Escherichia coli_gram stain,10,Escherichia coli,gram stain,Escherichia coli_gram stain,Escherichia coli_gram stain_11.png
Bacteria dataset/Escherichia coli_gram stain/Escherichia coli_gram stain_15.png,Escherichia coli_gram stain,10,Escherichia coli,gram stain,Escherichia coli_gram stain,Escherichia coli_gram stain_15.png
Bacteria dataset/Escherichia coli_gram stain/Escherichia coli_gram stain_29.png,Escherichia coli_gram stain,10,Escherichia coli,gram stain,Escherichia coli_gram stain,Escherichia coli_gram stain_29.png
Bacteria dataset/Escherichia coli_gram stain/Escherichia coli_gram stain_28.png,Escherichia coli_gram stain,10,Escherichia coli,gram stain,Escherichia coli_gram stain,Escherichia coli_gram stain_28.png
Bacteria dataset/Escherichia coli_gram stain/Escherichia coli_gram stain_14.png,Escherichia coli_gram stain,10,Escherichia coli,gram stain,Escherichia coli_gram stain,Escherichia coli_gram stain_14.png
Bacteria dataset/Escherichia coli_gram stain/Escherichia coli_gram stain_17.png,Escherichia coli_gram stain,10,Escherichia coli,gram stain,Escherichia coli_gram stain,Escherichia coli_gram stain_17.png
Bacteria dataset/Escherichia coli_gram stain/Escherichia coli_gram stain_26.png,Escherichia coli_gram stain,10,Escherichia coli,gram stain,Escherichia coli_gram stain,Escherichia coli_gram stain_26.png
Bacteria dataset/Escherichia coli_gram stain/Escherichia coli_gram stain_32.png,Escherichia coli_gram stain,10,Escherichia coli,gram stain,Escherichia coli_gram stain,Escherichia coli_gram stain_32.png
Bacteria dataset/Escherichia coli_gram stain/Escherichia coli_gram stain_33.png,Escherichia coli_gram stain,10,Escherichia coli,gram stain,Escherichia coli_gram stain,Escherichia coli_gram stain_33.png
Bacteria dataset/Escherichia coli_gram stain/Escherichia coli_gram stain_27.png,Escherichia coli_gram stain,10,Escherichia coli,gram stain,Escherichia coli_gram stain,Escherichia coli_gram stain_27.png
Bacteria dataset/Escherichia coli_gram stain/Escherichia coli_gram stain_19.png,Escherichia coli_gram stain,10,Escherichia coli,gram stain,Escherichia coli_gram stain,Escherichia coli_gram stain_19.png
Bacteria dataset/Escherichia coli_gram stain/Escherichia coli_gram stain_31.png,Escherichia coli_gram stain,10,Escherichia coli,gram stain,Escherichia coli_gram stain,Escherichia coli_gram stain_31.png
Bacteria dataset/Escherichia coli_gram stain/Escherichia coli_gram stain_30.png,Escherichia coli_gram stain,10,Escherichia coli,gram stain,Escherichia coli_gram stain,Escherichia coli_gram stain_30.png
Bacteria dataset/Escherichia coli_gram stain/Escherichia coli_gram stain_34.png,Escherichia coli_gram stain,10,Escherichia coli,gram stain,Escherichia coli_gram stain,Escherichia coli_gram stain_34.png
Bacteria dataset/Escherichia coli_gram stain/Escherichia coli_gram stain_20.png,Escherichia coli_gram stain,10,Escherichia coli,gram stain,Escherichia coli_gram stain,Escherichia coli_gram stain_20.png
Bacteria dataset/Escherichia coli_gram stain/Escherichia coli_gram stain_21.png,Escherichia coli_gram stain,10,Escherichia coli,gram stain,Escherichia coli_gram stain,Escherichia coli_gram stain_21.png
Bacteria dataset/Escherichia coli_gram stain/Escherichia coli_gram stain_35.png,Escherichia coli_gram stain,10,Escherichia coli,gram stain,Escherichia coli_gram stain,Escherichia coli_gram stain_35.png
Bacteria dataset/Escherichia coli_gram stain/Escherichia coli_gram stain_23.png,Escherichia coli_gram stain,10,Escherichia coli,gram stain,Escherichia coli_gram stain,Escherichia coli_gram stain_23.png
Bacteria dataset/Escherichia coli_gram stain/Escherichia coli_gram stain_37.png,Escherichia coli_gram stain,10,Escherichia coli,gram stain,Escherichia coli_gram stain,Escherichia coli_gram stain_37.png
Bacteria dataset/Escherichia coli_gram stain/Escherichia coli_gram stain_22.png,Escherichia coli_gram stain,10,Escherichia coli,gram stain,Escherichia coli_gram stain,Escherichia coli_gram stain_22.png
Bacteria dataset/Escherichia coli_gram stain/Escherichia coli_gram stain_1.png,Escherichia coli_gram stain,10,Escherichia coli,gram stain,Escherichia coli_gram stain,Escherichia coli_gram stain_1.png
Bacteria dataset/Escherichia coli_gram stain/Escherichia coli_gram stain_2.png,Escherichia coli_gram stain,10,Escherichia coli,gram stain,Escherichia coli_gram stain,Escherichia coli_gram stain_2.png
Bacteria dataset/Escherichia coli_gram stain/Escherichia coli_gram stain_3.png,Escherichia coli_gram stain,10,Escherichia coli,gram stain,Escherichia coli_gram stain,Escherichia coli_gram stain_3.png
Bacteria dataset/Escherichia coli_gram stain/Escherichia coli_gram stain_7.png,Escherichia coli_gram stain,10,Escherichia coli,gram stain,Escherichia coli_gram stain,Escherichia coli_gram stain_7.png
Bacteria dataset/Escherichia coli_gram stain/Escherichia coli_gram stain_6.png,Escherichia coli_gram stain,10,Escherichia coli,gram stain,Escherichia coli_gram stain,Escherichia coli_gram stain_6.png
Bacteria dataset/Escherichia coli_gram stain/Escherichia coli_gram stain_4.png,Escherichia coli_gram stain,10,Escherichia coli,gram stain,Escherichia coli_gram stain,Escherichia coli_gram stain_4.png
Bacteria dataset/Escherichia coli_media plates/Escherichia coli_media plates_48.png,Escherichia coli_media plates,11,Escherichia coli,media plate,Escherichia coli_media plate,Escherichia coli_media plates_48.png
Bacteria dataset/Escherichia coli_media plates/Escherichia coli_media plates_8.png,Escherichia coli_media plates,11,Escherichia coli,media plate,Escherichia coli_media plate,Escherichia coli_media plates_8.png
Bacteria dataset/Escherichia coli_media plates/Escherichia coli_media plates_9.png,Escherichia coli_media plates,11,Escherichia coli,media plate,Escherichia coli_media plate,Escherichia coli_media plates_9.png
Bacteria dataset/Escherichia coli_media plates/Escherichia coli_media plates_17.png,Escherichia coli_media plates,11,Escherichia coli,media plate,Escherichia coli_media plate,Escherichia coli_media plates_17.png
Bacteria dataset/Escherichia coli_media plates/Escherichia coli_media plates_16.png,Escherichia coli_media plates,11,Escherichia coli,media plate,Escherichia coli_media plate,Escherichia coli_media plates_16.png
Bacteria dataset/Escherichia coli_media plates/Escherichia coli_media plates_28.png,Escherichia coli_media plates,11,Escherichia coli,media plate,Escherichia coli_media plate,Escherichia coli_media plates_28.png
Bacteria dataset/Escherichia coli_media plates/Escherichia coli_media plates_39.png,Escherichia coli_media plates,11,Escherichia coli,media plate,Escherichia coli_media plate,Escherichia coli_media plates_39.png
Bacteria dataset/Escherichia coli_media plates/Escherichia coli_media plates_38.png,Escherichia coli_media plates,11,Escherichia coli,media plate,Escherichia coli_media plate,Escherichia coli_media plates_38.png
Bacteria dataset/Escherichia coli_media plates/Escherichia coli_media plates_12.png,Escherichia coli_media plates,11,Escherichia coli,media plate,Escherichia coli_media plate,Escherichia coli_media plates_12.png
Bacteria dataset/Escherichia coli_media plates/Escherichia coli_media plates_13.png,Escherichia coli_media plates,11,Escherichia coli,media plate,Escherichia coli_media plate,Escherichia coli_media plates_13.png
Bacteria dataset/Escherichia coli_media plates/Escherichia coli_media plates_36.png,Escherichia coli_media plates,11,Escherichia coli,media plate,Escherichia coli_media plate,Escherichia coli_media plates_36.png
Bacteria dataset/Escherichia coli_media plates/Escherichia coli_media plates_37.png,Escherichia coli_media plates,11,Escherichia coli,media plate,Escherichia coli_media plate,Escherichia coli_media plates_37.png
Bacteria dataset/Escherichia coli_media plates/Escherichia coli_media plates_35.png,Escherichia coli_media plates,11,Escherichia coli,media plate,Escherichia coli_media plate,Escherichia coli_media plates_35.png
Bacteria dataset/Escherichia coli_media plates/Escherichia coli_media plates_30.png,Escherichia coli_media plates,11,Escherichia coli,media plate,Escherichia coli_media plate,Escherichia coli_media plates_30.png
Bacteria dataset/Escherichia coli_media plates/Escherichia coli_media plates_18.png,Escherichia coli_media plates,11,Escherichia coli,media plate,Escherichia coli_media plate,Escherichia coli_media plates_18.png
Bacteria dataset/Escherichia coli_media plates/Escherichia coli_media plates_25.png,Escherichia coli_media plates,11,Escherichia coli,media plate,Escherichia coli_media plate,Escherichia coli_media plates_25.png
Bacteria dataset/Escherichia coli_media plates/Escherichia coli_media plates_27.png,Escherichia coli_media plates,11,Escherichia coli,media plate,Escherichia coli_media plate,Escherichia coli_media plates_27.png
Bacteria dataset/Escherichia coli_media plates/Escherichia coli_media plates_32.png,Escherichia coli_media plates,11,Escherichia coli,media plate,Escherichia coli_media plate,Escherichia coli_media plates_32.png
Bacteria dataset/Escherichia coli_media plates/Escherichia coli_media plates_26.png,Escherichia coli_media plates,11,Escherichia coli,media plate,Escherichia coli_media plate,Escherichia coli_media plates_26.png
Bacteria dataset/Escherichia coli_media plates/Escherichia coli_media plates_41.png,Escherichia coli_media plates,11,Escherichia coli,media plate,Escherichia coli_media plate,Escherichia coli_media plates_41.png
Bacteria dataset/Escherichia coli_media plates/Escherichia coli_media plates_55.png,Escherichia coli_media plates,11,Escherichia coli,media plate,Escherichia coli_media plate,Escherichia coli_media plates_55.png
Bacteria dataset/Escherichia coli_media plates/Escherichia coli_media plates_1.png,Escherichia coli_media plates,11,Escherichia coli,media plate,Escherichia coli_media plate,Escherichia coli_media plates_1.png
Bacteria dataset/Escherichia coli_media plates/Escherichia coli_media plates_54.png,Escherichia coli_media plates,11,Escherichia coli,media plate,Escherichia coli_media plate,Escherichia coli_media plates_54.png
Bacteria dataset/Escherichia coli_media plates/Escherichia coli_media plates_40.png,Escherichia coli_media plates,11,Escherichia coli,media plate,Escherichia coli_media plate,Escherichia coli_media plates_40.png
Bacteria dataset/Escherichia coli_media plates/Escherichia coli_media plates_42.png,Escherichia coli_media plates,11,Escherichia coli,media plate,Escherichia coli_media plate,Escherichia coli_media plates_42.png
Bacteria dataset/Escherichia coli_media plates/Escherichia coli_media plates_3.png,Escherichia coli_media plates,11,Escherichia coli,media plate,Escherichia coli_media plate,Escherichia coli_media plates_3.png
Bacteria dataset/Escherichia coli_media plates/Escherichia coli_media plates_53.png,Escherichia coli_media plates,11,Escherichia coli,media plate,Escherichia coli_media plate,Escherichia coli_media plates_53.png
Bacteria dataset/Escherichia coli_media plates/Escherichia coli_media plates_7.png,Escherichia coli_media plates,11,Escherichia coli,media plate,Escherichia coli_media plate,Escherichia coli_media plates_7.png
Bacteria dataset/Escherichia coli_media plates/Escherichia coli_media plates_50.png,Escherichia coli_media plates,11,Escherichia coli,media plate,Escherichia coli_media plate,Escherichia coli_media plates_50.png
Bacteria dataset/Escherichia coli_media plates/Escherichia coli_media plates_4.png,Escherichia coli_media plates,11,Escherichia coli,media plate,Escherichia coli_media plate,Escherichia coli_media plates_4.png
Bacteria dataset/Escherichia coli_media plates/Escherichia coli_media plates_5.png,Escherichia coli_media plates,11,Escherichia coli,media plate,Escherichia coli_media plate,Escherichia coli_media plates_5.png
Bacteria dataset/Klebsiella pneumoniae_gram stain/Klebsiella pneumoniae_gram stain_42.png,Klebsiella pneumoniae_gram stain,12,Klebsiella pneumoniae,gram stain,Klebsiella pneumoniae_gram stain,Klebsiella pneumoniae_gram stain_42.png
Bacteria dataset/Klebsiella pneumoniae_gram stain/Klebsiella pneumoniae_gram stain_40.png,Klebsiella pneumoniae_gram stain,12,Klebsiella pneumoniae,gram stain,Klebsiella pneumoniae_gram stain,Klebsiella pneumoniae_gram stain_40.png
Bacteria dataset/Klebsiella pneumoniae_gram stain/Klebsiella pneumoniae_gram stain_41.png,Klebsiella pneumoniae_gram stain,12,Klebsiella pneumoniae,gram stain,Klebsiella pneumoniae_gram stain,Klebsiella pneumoniae_gram stain_41.png
Bacteria dataset/Klebsiella pneumoniae_gram stain/Klebsiella pneumoniae_gram stain_20.png,Klebsiella pneumoniae_gram stain,12,Klebsiella pneumoniae,gram stain,Klebsiella pneumoniae_gram stain,Klebsiella pneumoniae_gram stain_20.png
Bacteria dataset/Klebsiella pneumoniae_gram stain/Klebsiella pneumoniae_gram stain_2.png,Klebsiella pneumoniae_gram stain,12,Klebsiella pneumoniae,gram stain,Klebsiella pneumoniae_gram stain,Klebsiella pneumoniae_gram stain_2.png
Bacteria dataset/Klebsiella pneumoniae_gram stain/Klebsiella pneumoniae_gram stain_3.png,Klebsiella pneumoniae_gram stain,12,Klebsiella pneumoniae,gram stain,Klebsiella pneumoniae_gram stain,Klebsiella pneumoniae_gram stain_3.png
Bacteria dataset/Klebsiella pneumoniae_gram stain/Klebsiella pneumoniae_gram stain_21.png,Klebsiella pneumoniae_gram stain,12,Klebsiella pneumoniae,gram stain,Klebsiella pneumoniae_gram stain,Klebsiella pneumoniae_gram stain_21.png
Bacteria dataset/Klebsiella pneumoniae_gram stain/Klebsiella pneumoniae_gram stain_37.png,Klebsiella pneumoniae_gram stain,12,Klebsiella pneumoniae,gram stain,Klebsiella pneumoniae_gram stain,Klebsiella pneumoniae_gram stain_37.png
Bacteria dataset/Klebsiella pneumoniae_gram stain/Klebsiella pneumoniae_gram stain_23.png,Klebsiella pneumoniae_gram stain,12,Klebsiella pneumoniae,gram stain,Klebsiella pneumoniae_gram stain,Klebsiella pneumoniae_gram stain_23.png
Bacteria dataset/Klebsiella pneumoniae_gram stain/Klebsiella pneumoniae_gram stain_22.png,Klebsiella pneumoniae_gram stain,12,Klebsiella pneumoniae,gram stain,Klebsiella pneumoniae_gram stain,Klebsiella pneumoniae_gram stain_22.png
Bacteria dataset/Klebsiella pneumoniae_gram stain/Klebsiella pneumoniae_gram stain_4.png,Klebsiella pneumoniae_gram stain,12,Klebsiella pneumoniae,gram stain,Klebsiella pneumoniae_gram stain,Klebsiella pneumoniae_gram stain_4.png
Bacteria dataset/Klebsiella pneumoniae_gram stain/Klebsiella pneumoniae_gram stain_27.png,Klebsiella pneumoniae_gram stain,12,Klebsiella pneumoniae,gram stain,Klebsiella pneumoniae_gram stain,Klebsiella pneumoniae_gram stain_27.png
Bacteria dataset/Klebsiella pneumoniae_gram stain/Klebsiella pneumoniae_gram stain_33.png,Klebsiella pneumoniae_gram stain,12,Klebsiella pneumoniae,gram stain,Klebsiella pneumoniae_gram stain,Klebsiella pneumoniae_gram stain_33.png
Bacteria dataset/Klebsiella pneumoniae_gram stain/Klebsiella pneumoniae_gram stain_25.png,Klebsiella pneumoniae_gram stain,12,Klebsiella pneumoniae,gram stain,Klebsiella pneumoniae_gram stain,Klebsiella pneumoniae_gram stain_25.png
Bacteria dataset/Klebsiella pneumoniae_gram stain/Klebsiella pneumoniae_gram stain_7.png,Klebsiella pneumoniae_gram stain,12,Klebsiella pneumoniae,gram stain,Klebsiella pneumoniae_gram stain,Klebsiella pneumoniae_gram stain_7.png
Bacteria dataset/Klebsiella pneumoniae_gram stain/Klebsiella pneumoniae_gram stain_31.png,Klebsiella pneumoniae_gram stain,12,Klebsiella pneumoniae,gram stain,Klebsiella pneumoniae_gram stain,Klebsiella pneumoniae_gram stain_31.png
Bacteria dataset/Klebsiella pneumoniae_gram stain/Klebsiella pneumoniae_gram stain_18.png,Klebsiella pneumoniae_gram stain,12,Klebsiella pneumoniae,gram stain,Klebsiella pneumoniae_gram stain,Klebsiella pneumoniae_gram stain_18.png
Bacteria dataset/Klebsiella pneumoniae_gram stain/Klebsiella pneumoniae_gram stain_30.png,Klebsiella pneumoniae_gram stain,12,Klebsiella pneumoniae,gram stain,Klebsiella pneumoniae_gram stain,Klebsiella pneumoniae_gram stain_30.png
Bacteria dataset/Klebsiella pneumoniae_gram stain/Klebsiella pneumoniae_gram stain_6.png,Klebsiella pneumoniae_gram stain,12,Klebsiella pneumoniae,gram stain,Klebsiella pneumoniae_gram stain,Klebsiella pneumoniae_gram stain_6.png
Bacteria dataset/Klebsiella pneumoniae_gram stain/Klebsiella pneumoniae_gram stain_15.png,Klebsiella pneumoniae_gram stain,12,Klebsiella pneumoniae,gram stain,Klebsiella pneumoniae_gram stain,Klebsiella pneumoniae_gram stain_15.png
Bacteria dataset/Klebsiella pneumoniae_gram stain/Klebsiella pneumoniae_gram stain_14.png,Klebsiella pneumoniae_gram stain,12,Klebsiella pneumoniae,gram stain,Klebsiella pneumoniae_gram stain,Klebsiella pneumoniae_gram stain_14.png
Bacteria dataset/Klebsiella pneumoniae_gram stain/Klebsiella pneumoniae_gram stain_28.png,Klebsiella pneumoniae_gram stain,12,Klebsiella pneumoniae,gram stain,Klebsiella pneumoniae_gram stain,Klebsiella pneumoniae_gram stain_28.png
Bacteria dataset/Klebsiella pneumoniae_gram stain/Klebsiella pneumoniae_gram stain_8.png,Klebsiella pneumoniae_gram stain,12,Klebsiella pneumoniae,gram stain,Klebsiella pneumoniae_gram stain,Klebsiella pneumoniae_gram stain_8.png
Bacteria dataset/Klebsiella pneumoniae_gram stain/Klebsiella pneumoniae_gram stain_16.png,Klebsiella pneumoniae_gram stain,12,Klebsiella pneumoniae,gram stain,Klebsiella pneumoniae_gram stain,Klebsiella pneumoniae_gram stain_16.png
Bacteria dataset/Klebsiella pneumoniae_gram stain/Klebsiella pneumoniae_gram stain_17.png,Klebsiella pneumoniae_gram stain,12,Klebsiella pneumoniae,gram stain,Klebsiella pneumoniae_gram stain,Klebsiella pneumoniae_gram stain_17.png
Bacteria dataset/Klebsiella pneumoniae_gram stain/Klebsiella pneumoniae_gram stain_9.png,Klebsiella pneumoniae_gram stain,12,Klebsiella pneumoniae,gram stain,Klebsiella pneumoniae_gram stain,Klebsiella pneumoniae_gram stain_9.png
Bacteria dataset/Klebsiella pneumoniae_gram stain/Klebsiella pneumoniae_gram stain_13.png,Klebsiella pneumoniae_gram stain,12,Klebsiella pneumoniae,gram stain,Klebsiella pneumoniae_gram stain,Klebsiella pneumoniae_gram stain_13.png
Bacteria dataset/Klebsiella pneumoniae_gram stain/Klebsiella pneumoniae_gram stain_10.png,Klebsiella pneumoniae_gram stain,12,Klebsiella pneumoniae,gram stain,Klebsiella pneumoniae_gram stain,Klebsiella pneumoniae_gram stain_10.png
Bacteria dataset/Klebsiella pneumoniae_gram stain/Klebsiella pneumoniae_gram stain_38.png,Klebsiella pneumoniae_gram stain,12,Klebsiella pneumoniae,gram stain,Klebsiella pneumoniae_gram stain,Klebsiella pneumoniae_gram stain_38.png
Bacteria dataset/Klebsiella pneumoniae_gram stain/Klebsiella pneumoniae_gram stain_11.png,Klebsiella pneumoniae_gram stain,12,Klebsiella pneumoniae,gram stain,Klebsiella pneumoniae_gram stain,Klebsiella pneumoniae_gram stain_11.png
Bacteria dataset/Klebsiella pneumoniae_media plate/Klebsiella pneumoniae_media plate_10.png,Klebsiella pneumoniae_media plate,13,Klebsiella pneumoniae,media plate,Klebsiella pneumoniae_media plate,Klebsiella pneumoniae_media plate_10.png
Bacteria dataset/Klebsiella pneumoniae_media plate/Klebsiella pneumoniae_media plate_11.png,Klebsiella pneumoniae_media plate,13,Klebsiella pneumoniae,media plate,Klebsiella pneumoniae_media plate,Klebsiella pneumoniae_media plate_11.png
Bacteria dataset/Klebsiella pneumoniae_media plate/Klebsiella pneumoniae_media plate_13.png,Klebsiella pneumoniae_media plate,13,Klebsiella pneumoniae,media plate,Klebsiella pneumoniae_media plate,Klebsiella pneumoniae_media plate_13.png
Bacteria dataset/Klebsiella pneumoniae_media plate/Klebsiella pneumoniae_media plate_12.png,Klebsiella pneumoniae_media plate,13,Klebsiella pneumoniae,media plate,Klebsiella pneumoniae_media plate,Klebsiella pneumoniae_media plate_12.png
Bacteria dataset/Klebsiella pneumoniae_media plate/Klebsiella pneumoniae_media plate_16.png,Klebsiella pneumoniae_media plate,13,Klebsiella pneumoniae,media plate,Klebsiella pneumoniae_media plate,Klebsiella pneumoniae_media plate_16.png
Bacteria dataset/Klebsiella pneumoniae_media plate/Klebsiella pneumoniae_media plate_17.png,Klebsiella pneumoniae_media plate,13,Klebsiella pneumoniae,media plate,Klebsiella pneumoniae_media plate,Klebsiella pneumoniae_media plate_17.png
Bacteria dataset/Klebsiella pneumoniae_media plate/Klebsiella pneumoniae_media plate_9.png,Klebsiella pneumoniae_media plate,13,Klebsiella pneumoniae,media plate,Klebsiella pneumoniae_media plate,Klebsiella pneumoniae_media plate_9.png
Bacteria dataset/Klebsiella pneumoniae_media plate/Klebsiella pneumoniae_media plate_29.png,Klebsiella pneumoniae_media plate,13,Klebsiella pneumoniae,media plate,Klebsiella pneumoniae_media plate,Klebsiella pneumoniae_media plate_29.png
Bacteria dataset/Klebsiella pneumoniae_media plate/Klebsiella pneumoniae_media plate_15.png,Klebsiella pneumoniae_media plate,13,Klebsiella pneumoniae,media plate,Klebsiella pneumoniae_media plate,Klebsiella pneumoniae_media plate_15.png
Bacteria dataset/Klebsiella pneumoniae_media plate/Klebsiella pneumoniae_media plate_14.png,Klebsiella pneumoniae_media plate,13,Klebsiella pneumoniae,media plate,Klebsiella pneumoniae_media plate,Klebsiella pneumoniae_media plate_14.png
Bacteria dataset/Klebsiella pneumoniae_media plate/Klebsiella pneumoniae_media plate_28.png,Klebsiella pneumoniae_media plate,13,Klebsiella pneumoniae,media plate,Klebsiella pneumoniae_media plate,Klebsiella pneumoniae_media plate_28.png
Bacteria dataset/Klebsiella pneumoniae_media plate/Klebsiella pneumoniae_media plate_8.png,Klebsiella pneumoniae_media plate,13,Klebsiella pneumoniae,media plate,Klebsiella pneumoniae_media plate,Klebsiella pneumoniae_media plate_8.png
Bacteria dataset/Klebsiella pneumoniae_media plate/Klebsiella pneumoniae_media plate_5.png,Klebsiella pneumoniae_media plate,13,Klebsiella pneumoniae,media plate,Klebsiella pneumoniae_media plate,Klebsiella pneumoniae_media plate_5.png
Bacteria dataset/Klebsiella pneumoniae_media plate/Klebsiella pneumoniae_media plate_18.png,Klebsiella pneumoniae_media plate,13,Klebsiella pneumoniae,media plate,Klebsiella pneumoniae_media plate,Klebsiella pneumoniae_media plate_18.png
Bacteria dataset/Klebsiella pneumoniae_media plate/Klebsiella pneumoniae_media plate_24.png,Klebsiella pneumoniae_media plate,13,Klebsiella pneumoniae,media plate,Klebsiella pneumoniae_media plate,Klebsiella pneumoniae_media plate_24.png
Bacteria dataset/Klebsiella pneumoniae_media plate/Klebsiella pneumoniae_media plate_30.png,Klebsiella pneumoniae_media plate,13,Klebsiella pneumoniae,media plate,Klebsiella pneumoniae_media plate,Klebsiella pneumoniae_media plate_30.png
Bacteria dataset/Klebsiella pneumoniae_media plate/Klebsiella pneumoniae_media plate_6.png,Klebsiella pneumoniae_media plate,13,Klebsiella pneumoniae,media plate,Klebsiella pneumoniae_media plate,Klebsiella pneumoniae_media plate_6.png
Bacteria dataset/Klebsiella pneumoniae_media plate/Klebsiella pneumoniae_media plate_26.png,Klebsiella pneumoniae_media plate,13,Klebsiella pneumoniae,media plate,Klebsiella pneumoniae_media plate,Klebsiella pneumoniae_media plate_26.png
Bacteria dataset/Klebsiella pneumoniae_media plate/Klebsiella pneumoniae_media plate_27.png,Klebsiella pneumoniae_media plate,13,Klebsiella pneumoniae,media plate,Klebsiella pneumoniae_media plate,Klebsiella pneumoniae_media plate_27.png
